Season,Episode,Character,Line,Processed Line
14,8,Cartman,The fifty eight dollars and thirty two cents I gave you! I want it back!,the fifty eight dollars and thirty two cents i gave you i want it back
14,8,Butters,"Uh, but- but you- you said I had to  s-spend on it on the... buy what I can start buyin' and start way in- bu- so get buy-",uh but but you you said i had to  sspend on it on the  buy what i can start buyin and start way in bu so get buy
14,8,Cartman,"Goddammit Butters, you'd better have it! Butters, you're always trying to screw me over!",goddammit butters youd better have it butters youre always trying to screw me over
14,8,Butters,But you said to take your money so I took it by  Ah I don't know.,but you said to take your money so i took it by  ah i dont know
14,9,Kyle,"Mom, Dad, what's ""muff cabbage""?",mom dad whats muff cabbage
14,9,Kyle,"The new neighbors that moved in next to Stan's house. Me and Ike saw the mom get a parking ticket, and she called the parking cop ""muff cabbage"".",the new neighbors that moved in next to stans house me and ike saw the mom get a parking ticket and she called the parking cop muff cabbage
14,9,Kyle,She said they're from New Jersey.,she said theyre from new jersey
14,9,Kyle,Yeah. Stan said they're having them over for dinner tonight.,yeah stan said theyre having them over for dinner tonight
14,9,Randy,I don't really work out.,i dont really work out
14,9,Stan,You guys do not understand. Having neighbors from Jersey is the worst! All night long they keep me awake! They're either screaming at each other or making some disgusting sex sounds. It seems like all people from Jersey do is hump and punch each other!,you guys do not understand having neighbors from jersey is the worst all night long they keep me awake theyre either screaming at each other or making some disgusting sex sounds it seems like all people from jersey do is hump and punch each other
14,9,Cartman,"You know what you do when you want a family to move away? Every night, you go and take a crap on their doorstep.",you know what you do when you want a family to move away every night you go and take a crap on their doorstep
14,9,Kyle,Is that why there's crap on my doorstep every morning?,is that why theres crap on my doorstep every morning
14,9,Stan,"They talk way too loud, they flip out for no reason, and every time they act like selfish assholes, they just go, ""Oh, it's a Jersey thing. It's a Jersey thing.""",they talk way too loud they flip out for no reason and every time they act like selfish assholes they just go oh its a jersey thing its a jersey thing
14,9,Cartman,"Aw, crap, there's more of them?",aw crap theres more of them
14,9,Kyle,Where the hell are they coming from?!,where the hell are they coming from
14,9,Randy,"People of South Park! We have all noticed a steep rise in everything Jersey lately. As many of you already know, everything east of the Rockies is now part of New Jersey! The Jersey Shore now includes Jacksonville, Miami, the Gulf of Jersey Mexico, and the Jersey Islands.",people of south park we have all noticed a steep rise in everything jersey lately as many of you already know everything east of the rockies is now part of new jersey the jersey shore now includes jacksonville miami the gulf of jersey mexico and the jersey islands
14,9,Mr. Garrison,Jesus! Why are they doing this?,jesus why are they doing this
14,9,Randy,"More people from Jersey are showing up in our town! If we don't do something, South Park is going to become West Jersey.",more people from jersey are showing up in our town if we dont do something south park is going to become west jersey
14,9,Cartman,"You ain't gettin' by that way, Kenny!",you aint gettin by that way kenny
14,9,Cartman,"Oh, well, well, well. Look what the cat threw up in the litter box. Come on, guys. We don't wanna be seen hanging around him.",oh well well well look what the cat threw up in the litter box come on guys we dont wanna be seen hanging around him
14,9,Kyle,What are you talking about?,what are you talking about
14,9,Cartman,"Dude, we heard the news! Your mom is from Jersey!",dude we heard the news your mom is from jersey
14,9,Cartman,So what?! That makes you from Jersey!,so what that makes you from jersey
14,9,Cartman,"He's from Jersey, you guys.  Let's just get away from him.",hes from jersey you guys  lets just get away from him
14,9,Kyle,I'm not from Jersey. I was born here.,im not from jersey i was born here
14,9,Cartman,"Don't try and deny it! You're one of them, dude. And by my account, that's strike three!",dont try and deny it youre one of them dude and by my account thats strike three
14,9,Cartman,"You're a ginger, a Jew, and from Jersey! Three strikes, Kyle! You're out!",youre a ginger a jew and from jersey three strikes kyle youre out
14,9,Kyle,Shut the fuck up!  What?,shut the fuck up  what
14,9,Stan,Did you know your mom was from Jersey?,did you know your mom was from jersey
14,9,Kyle,Why does it matter?!,why does it matter
14,9,Stan,"No, uh, it just explains a lot.",no uh it just explains a lot
14,9,Cartman,"Oh, my God! Kyle is even starting to look like he's from Jersey! His skin is turning orange!",oh my god kyle is even starting to look like hes from jersey his skin is turning orange
14,9,Cartman,"Yes, it is. It's getting oranger.",yes it is its getting oranger
14,9,Stan,"Stop it, Cartman. Just 'cause Kyle's mom is a Jersey asshole doesn't mean Kyle is.",stop it cartman just cause kyles mom is a jersey asshole doesnt mean kyle is
14,9,Cartman,"Okay, you do what you want, guys. As for me, well, you're a heartless backstabbing Jersey boy, Kyle, and I shan't be playing basketball with the likes of you.  And I'm gonna start crappin' on your doorstep a lot more!",okay you do what you want guys as for me well youre a heartless backstabbing jersey boy kyle and i shant be playing basketball with the likes of you  and im gonna start crappin on your doorstep a lot more
14,9,Kyle,"No.  Couldn't be.  Oh, my God.",no  couldnt be  oh my god
14,9,Kyle,"Hold on. Ah, I'm, ah... n-not right now.",hold on ah im ah  nnot right now
14,9,Kyle,"Not now, Mom. Please.",not now mom please
14,9,Kyle,"All right, all right.",all right all right
14,9,Kyle,"What am I, Mom?",what am i mom
14,9,Kyle,What are you saying?!,what are you saying
14,9,Kyle,No! I don't wanna look like this!,no i dont wanna look like this
14,9,Kyle,I can hide it!  Nobody ever has to know!  I can't ever let anybody know!,i can hide it  nobody ever has to know  i cant ever let anybody know
14,9,Randy,"Please, Governor. You have to send your troops to join us in this fight. We're just a small town. We can't stop New Jersey on our own.",please governor you have to send your troops to join us in this fight were just a small town we cant stop new jersey on our own
14,9,Randy,"Can't you see that if we fall to New Jersey, California is next?",cant you see that if we fall to new jersey california is next
14,9,Randy,"Oh. Fine! But when Utah gets taken over by New Jersey, who's next?!",oh fine but when utah gets taken over by new jersey whos next
14,9,Randy,"Oh, really? Well, okay, Mr. I'm-Awesome-at-Geography!",oh really well okay mr imawesomeatgeography
14,9,Cartman,What the hell are you guys doing?!,what the hell are you guys doing
14,9,Stan,Tryin' to help. My dad says to distribute all these guns.,tryin to help my dad says to distribute all these guns
14,9,Cartman,And we're just gonna let him stand around here?! He's one of them. He could even be a spy!,and were just gonna let him stand around here hes one of them he could even be a spy
14,9,Kyle,"I told you Cartman, I'm not one of them! I don't wanna live in West Jersey any more than you do!",i told you cartman im not one of them i dont wanna live in west jersey any more than you do
14,9,Cartman,"Overcompensating a little, aren't we, Kyle?!",overcompensating a little arent we kyle
14,9,Cartman,"Your blood is tainted with the three J's! Jewish, Jersey and Ginger! Admit it!",your blood is tainted with the three js jewish jersey and ginger admit it
14,9,Kyle,"Aaaarrghhhhhh!  I'm not one of them! Do you understand me?! You'd better get that through your fat head! I will never be one of them, and if you say it again, I swear to God, I'll smash your fucking teeth in!",aaaarrghhhhhh  im not one of them do you understand me youd better get that through your fat head i will never be one of them and if you say it again i swear to god ill smash your fucking teeth in
14,9,Cartman,"That hurt my throat because he pushed it right here, and then the back of my head hit the tree! There was... there was... there was bark, and it scratched it!  Did you see the scratch, Kenny?!",that hurt my throat because he pushed it right here and then the back of my head hit the tree there was  there was  there was bark and it scratched it  did you see the scratch kenny
14,9,Randy,"Please, Emperor Akishino! We need Japan's help to fight these people!  Fine! But you Japs will all be eatin' hoagies in a month!  That's it, nobody's gonna help us! We're on our own!",please emperor akishino we need japans help to fight these people  fine but you japs will all be eatin hoagies in a month  thats it nobodys gonna help us were on our own
14,9,Randy,"There is no support! Every ally America ever had is...  Wait a minute.  Sometimes when a threat is great enough, you have to turn to your enemies for help.",there is no support every ally america ever had is   wait a minute  sometimes when a threat is great enough you have to turn to your enemies for help
