Character,Line
Cartman,"Yeah, but you know, why do we need Loogie? We know how the trade works: why don't we do it ourselves and keep all the profit?"
Kyle,"Dude, we're totally fucked now!"
Butters,"Yeah, and he's never gonna get me again! 'Cause what Cartman doesn't know is that I know one of his secrets!"
Cartman,"Oh that's good that's good. Yeah. Shoot that guy in the face, Kyle.  Yeah, nice."
Butters,Wo-ah I'm getting steamed now.
Cartman,"Token.  Dude, dude. Dude."
Stan,"Dude, the two male judges love her."
Stan,"Dad it's just a stupid click of a button, it takes two seconds!"
Cartman,"Heh, heh, that's a, that's, that's a little joke. Heh, heh."
Randy,"I know. Smokin' pot right in front of a cop. Pretty sweet, huh?"
Cartman,"Por favor, buy our CDs de musica."
Kyle,"""Get ready"", ""answer the door"", Jesus Christ, make up your friggin' mind!"
Kyle,"Dude, we have to get to the mall!!"
Kyle,"Hey, that went really well. They really liked it."
Butters,"Uh, hey!  How's it goin', fellas?"
Cartman,"Ohhh, here's Stan's little girlfriend now."
Cartman,"Thank you all for your patience, and now get ready for Fingerbang!"
Stan,"No buts, Wendy! I wish you were dead!"
Stan,"No, no, no, no, we want our money back."
Cartman,"No way, dude! What would I wipe with?"
Stan,Are those REAL Terrance and Phillip dolls? They look all crappy.
Stan,"Wendy, I know we had a fight, and I did wish you were dead, but, I didn't mean it."
Randy,You don't care?! You really want a turd sandwich as your school mascot?! On your football helmets?! A turd?!
Kyle,"Okay, fine, Butters. But if you're gonna hang out with us, you have to play like Lord of the Rings."
Butters,Oh hey Eric and Kenny. You guys don't have costumes?
Randy,"Alright boys, wait out here. Let me see what's going on."
Butters,This lady'll massage your wiener for ninety-five dollars. Well that's a pretty good deal.
Kyle,"He knew he had to take us all home, too, right?"
Butters,"Teacher, my partner is back on the bus!"
Cartman,"Juden est verboten, a den ascriber utz, kapieda hockuh. Juden est verboten, God dammit!"
Cartman,"They're innocent victims in this, Kyle! They have to hide or they'll be put to death! Something you just can't understand!"
Kyle,Why does it matter?!
Stan,"Hey, kid, over here.  Hey, uh, listen. You know this whole singing and dancing thing you do? I think you need to uh, ease off a little bit."
Stan,"Guys, we have no choice. We're gonna have to move away. Environmental activists don't use logic or reason."
Cartman,"Oh yeah. But whatever, I'm gonna go teach those underprivileged inner-city students and really turns their lives around."
Butters,"AWESOM-O, what are you doing? My friends are waiting for their beverages. Chop chop!"
Cartman,Except for Jimmy because he clearly comes up with the worst ideas in the world?
Cartman,"What would you guys have me do, huh?! Walk around with just a plain old Trapper Keeper like Kyle's?! Is that what you want?!"
Cartman,"Attention! Attention please!  This is a message for all of you out there who have just ended a relationship. Sometimes, love is hard. But you can't just run away from it. When you start to have something special you have to work at it!  Even though it might seem like the world is against you, you still have to hold on! With both hands!  Don't let society dictate who you can and can't be with. Kyle, I love you babe. You can run all you want, try to pretend you like girls, but damnit, when we kiss there's magic! Don't let it go, Kyle."
Kyle,Dude! I aced that test! I'm gonna win that dinner with Ms. Ellen!
Butters,"Bohy, Kyle was right, Sally. There's guys with kissing companies all over the country. ""The person managing all the women is known as the 'pimp,' while the working women are referred to as 'ho' or 'bitch.'"" Oh, you're a bitch, Sally."
Randy,The hologram's in our bedroom?
Mr. Garrison,"Well, women want to read about ding-dongs! D'you think women care about the details of female anatomy?! Hell no! Women wanna read about big, powerful schlongs!  Look, I've seen women read these things. They skim along and skim along until they get to the part about the penis! That's what they want, so that's what I'm giving them!"
Kyle,"Butters! Butters, is everything okay?"
Butters,That's Ryan Ellis. Looks like they've gotten to him too.
Cartman,You guys are just hella jealous.
Cartman,That dog is a gay homosexual.
Kyle,Where the hell is he?
Stan,"Dude, he's still not dead."
Kyle,I'm sorry. You must've been worried sick. I got your sled tangled up with a bus.
Butters,"Oh, uh, pardon me, sirs.  Dad? No.  Hm."
Randy,"Oh man! It was great! A different Broadway show every night! I'm telling you guys, New York is the place to be!"
Kyle,"Dude, some people really do consider this obscene."
Mr. Garrison,Then you're an Indian.
Cartman,"Oh, it's on, bitch!"
Stan,"Look I just don't want to, you guys. Honestly, it's not that big a deal."
Mr. Garrison,"Oh, Mr. Hat, isn't it beautiful."
Kyle,"Dude, why do you care?!"
Cartman,Es ist Zeit für Rache!
Kyle,Stop talking with your stupid hand!
Cartman,"Uncle Stinky, my stupid friends want to see Mr. Hankey! You have to take us!"
Randy,"I, uh, got a note from Stanley to come out to the-uh clubhouse."
Butters,"Uh, Trent, now, listen to me. I'm sorry for the color-"
Kyle,Is here. To see me.
Stan,"Where?  Oh, no.  Ha ha, very funny, thank you, goodbye.  No, thank you.  Go away, please."
Mr. Garrison,"Very good, Kyle. Now, who can tell me what famous person wrote the Declaration of Independence?  Let's see. Oh, I know. How about the new student, Timmy?"
Kyle,It doesn't prove anything!
Kyle,"There's not gonna be any robot guards, retard! Just get Kenny!"
Randy,Sure. We'll punish you after the holidays.
Stan,See? That's what happened to me!
Stan,"Would you put a stop to this, please? This is only gonna make things worse."
Cartman,"Kyle is doing all kinds of things for me. He finished my homework,  gave me the soda from his lunch.  I think he's just really stoked on me for helping bring peace to the Middle East.  Right, Kyle?"
Butters,"But he's playing Spaceman right now. Huh. Hey, Craig!"
Stan,"No, I don't think you understand. We're here with Wing. That's right, the Wing."
Butters,"Oh, you can walk there. Trust me, you've gotta go to the DMV. It's incredible! See, I was like you once. Afraid, unsure, and doin' stuff I shouldn't do like showin' people pictures of little girls with their heads on fire. But you know what I've learned? That just goin' to the DMV, and letting go of all my wrongdoings, filled me with a joy I've felt nowhere else! Would you like to read some DMV literature?  This'll tell you most of what you need to know about the DMV. But just go. Everyone there is really nice. Your government is watching you and your government wants you to be happy. Have a nice day!"
Randy,"Last week, I saw it was up for sale. On a fluke I asked how much. $10,000! Can you believe it?! We have the entire business! And we can watch movies whenever we want! Come on, you guys wanna see it?"
Cartman,"And even though it didn't quite work out, I'm sure you'll find other friends down the road, Kyle. Here's a nice watch for you, and some peanuts."
Stan,"Ahhh, I think we'll stick with Kyle, dude. You made it across the border, but it did take you... two and a half weeks."
Stan,"Don't worry, Evil Cartman. You're staying with us!"
Kyle,...We actually spoke—to the Brian Boitano.
Stan,Yeah. We all gotta make sure it doesn't come back.
Stan,"And uh, oh,  ...I ...I can't do this."
Cartman,"When Hitler rose to power there were a lot of people who just stopped playing. You know who those people were? The French! Are you French, Clyde?"
Cartman,"Because, he's jealous of how much smarter I am than him. So, he's gonna show everyone the picturrrre."
Kyle,Because then you can pay us to use our friend in commercials.
Randy,"Oh yeah, I'm just the guy who invented sarcastaball! There's no way I'd know how to coach it!"
Cartman,"Oh please, I don't think so, Craig! Chicks think I'm way hotter than you!"
Butters,But what does being Hawaiian have to do with me acting like an emo chick on her period?
Randy,"You see that guy up there? I think he has a kidney disease. Every couple of minutes he gets out of line to go to the bathroom. When he leaves next, let's take his place."
Stan,We're going tomorrow night! Cartman's got the bus schedule all figured out!
Kyle,I told him 5:30 and we gotta get going. You in?
Cartman,"We don't stand for anything. Remember our company plan, guys!  Start up, cash in, sell out, bro down."
Randy,"Uh well, like anybody else thought it was ""naggers"". I mean, right?"
Stan,"Kyle. Kyle, wake up."
Kyle,"Please, you guys, you don't understand.  My family is devastated. My mom just walks around the house like a zombie, and my dad can't stop crying."
Kyle,Ask Jeeves? Nobody uses Ask Jeeves! Just Google-search it!
Cartman,"Not go to Mr. Jefferson's anymore? Well, excuse my French, Mrs. Marsh, but you can suck my fat, hairy balls!"
Cartman,I'm seriously getting pissed off over here!!
Cartman,"Hey! Hey, those Jonas Brothers are assholes!"
Stan,"All right, you guys, it's first down. I'll hike the ball on the third ""set hut!"" Kyle and Cartman, go deep post out. Kenny, run a slant down the middle. Butters, be ready for the screen."
Cartman,"D'you know what you are? You're all a bunch of fucking cock roaches! You need people like me! You need people like me so you can point your fucking finger and say ""That's the bad guy!"" Well say goodnight to the bad guy!!"
Cartman,"Kyle, suck my balls."
Cartman,"Mom, tell them! Tell them I'm not fat, I'm just big-boned! Tell them all those stories about how everyone in your family was big as a child but then grew into their bodies!"
Kyle,Tattle-tale?! Do you know how serious this is?!
Kyle,"But that is what happened! It is! Tell them, Cartman!"
Stan,"Yeah, I must be having some real emotional problems."
Stan,"Okay Sparky, we got you a present. Now why don't-  Damn it Sparky, where do you keep getting this thing?!  No pink bandannas Sparky, bad dog! Now pay attention. Sparky, this is Fifi."
Mr. Garrison,"We don't have time for all that, Chef! Oh, if only those Queer Eye For the Straight Guy people understood what they were doing.  Wait.  That's it! I know exactly what to do!  Come on, Mr. Slave! Let's get back to our flippity floppity floop."
Cartman,Would somebody put this retard out of his misery?!
Stan,"Mom, do you think I killed that guy? It was the fish! He says I'm next!"
Stan,They've all been lying to us this whole time!
Cartman,"It's okay. Everything is cool. Don't let anyone mess with your head, and it's all going to be fine. You're cool, Eric. You're cool."
Stan,"Big Gay Al, what are you doing?!"
Cartman,"Oh, dude, that is tits! I mean, that is big fat Oprah tits right there!"
Mr. Garrison,"I will.  Good-bye, Mom! Good-bye, Dad!  Gray skies are gonna clear up; put on a happy face..."
Stan,"Yeah. Butters, my parents, now the sixth graders."
Butters,"Hmboy, wrestling sure is fun!"
Randy,"Look, nobody wants to hear a bunch of twangy country music prowar proopaganda!"
Cartman,Oh yes. Sooo this is where the government checks up on its citizens.
Kyle,"Dad, if the school has to pay you and Cartman $1.3 million, where does that money come from?"
Cartman,"Oh my God, this is just sooo awesome!"
Cartman,"What's wrong with the colors on your TV, Stan? They're all saturated."
Cartman,"This is gonna be sooo awesome dude. I haven't been to the water park in like, over a year."
Cartman,"No, man, that's just a TV show."
Kyle,"Shh. Shut up, Kenny."
Mr. Garrison,"Okay children, let's take our seats. Oh, uh, Stan, Kyle, Eric, and Kenny, the counselor wants to see you in his office, now."
